"Publication Date","Fiscal Year","Agency Number","Agency Name","Unit Appropriation Number","Unit Appropriation Name","Responsibility Center Code","Responsibility Center Name","Financial Plan Savings Flag","sum_adopted_budget_amount","sum_current_modified_budget_amount","sum_financial_plan_amount","sum_adopted_budget_position","sum_current_modified_budget_position","sum_financial_plan_position","sum_adopted_budget_number_of_contracts","sum_current_modified_budget_number_of_contracts","sum_financial_plan_number_of_contracts"
"20260512","2027","475","BROOKLYN COMMUNITY BOARD #5","002","OTHER THAN PERSONAL SERVICES",,,"N","5,000","5,000","0","0","0","0","0","0","0"
"20260217","2027","475","BROOKLYN COMMUNITY BOARD #5","002","OTHER THAN PERSONAL SERVICES",,,"N","5,000","5,000","0","0","0","0","0","0","0"
"20260512","2027","476","BROOKLYN COMMUNITY BOARD #6","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #6","N","276,536","276,536","276,536","3","3","3","0","0","0"
"20260217","2027","476","BROOKLYN COMMUNITY BOARD #6","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #6","N","276,536","276,536","276,536","3","3","3","0","0","0"
"20260512","2027","476","BROOKLYN COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #6","N","11,776","11,776","11,776","0","0","0","1","1","1"
"20260217","2027","476","BROOKLYN COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #6","N","11,776","11,776","11,776","0","0","0","1","1","1"
"20260512","2027","476","BROOKLYN COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES",,,"N","2,500","2,500","0","0","0","0","0","0","0"
"20260217","2027","476","BROOKLYN COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES",,,"N","2,500","2,500","0","0","0","0","0","0","0"
"20260512","2027","476","BROOKLYN COMMUNITY BOARD #6","003","RENT","1000","BROOKLYN COMMUNITY BOARD #6","N","108,655","108,655","108,655","0","0","0","0","0","0"
"20260217","2027","476","BROOKLYN COMMUNITY BOARD #6","003","RENT","1000","BROOKLYN COMMUNITY BOARD #6","N","108,655","108,655","108,655","0","0","0","0","0","0"
"20260512","2027","477","BROOKLYN COMMUNITY BOARD #7","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD # 7","N","278,228","283,228","278,228","3","3","3","0","0","0"
"20260217","2027","477","BROOKLYN COMMUNITY BOARD #7","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD # 7","N","278,228","278,228","278,228","3","3","3","0","0","0"
"20260512","2027","477","BROOKLYN COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD # 7","N","18,199","13,199","18,199","0","0","0","2","1","2"
"20260217","2027","477","BROOKLYN COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD # 7","N","18,199","18,199","18,199","0","0","0","2","2","2"
"20260512","2027","477","BROOKLYN COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES",,,"N","5,000","4,500","0","0","0","0","0","1","0"
"20260217","2027","477","BROOKLYN COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES",,,"N","5,000","4,500","0","0","0","0","0","1","0"
"20260512","2027","478","BROOKLYN COMMUNITY BOARD #8","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #8","N","270,469","252,769","270,520","3","3","3","0","0","0"
"20260217","2027","478","BROOKLYN COMMUNITY BOARD #8","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #8","N","270,469","263,469","270,520","3","3","3","0","0","0"
"20260512","2027","478","BROOKLYN COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #8","N","22,768","40,468","22,768","0","0","0","3","4","3"
"20260217","2027","478","BROOKLYN COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #8","N","22,768","29,768","22,768","0","0","0","3","3","3"
"20260512","2027","478","BROOKLYN COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES",,,"N","3,000","3,000","0","0","0","0","0","0","0"
"20260217","2027","478","BROOKLYN COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES",,,"N","3,000","3,000","0","0","0","0","0","0","0"
"20260512","2027","478","BROOKLYN COMMUNITY BOARD #8","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD #8","N","84,348","84,348","87,693","0","0","0","0","0","0"
"20260217","2027","478","BROOKLYN COMMUNITY BOARD #8","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD #8","N","84,348","84,348","84,348","0","0","0","0","0","0"
"20260512","2027","479","BROOKLYN COMMUNITY BOARD #9","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #9","N","258,006","240,006","258,006","2","2","2","0","0","0"
"20260217","2027","479","BROOKLYN COMMUNITY BOARD #9","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #9","N","258,006","246,006","258,006","2","2","2","0","0","0"
"20260512","2027","479","BROOKLYN COMMUNITY BOARD #9","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #9","N","34,226","52,226","34,226","0","0","0","6","5","6"
"20260217","2027","479","BROOKLYN COMMUNITY BOARD #9","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #9","N","34,226","46,226","34,226","0","0","0","6","5","6"
"20260512","2027","479","BROOKLYN COMMUNITY BOARD #9","002","OTHER THAN PERSONAL SERVICES",,,"N","5,500","5,500","0","0","0","0","0","1","0"
"20260217","2027","479","BROOKLYN COMMUNITY BOARD #9","002","OTHER THAN PERSONAL SERVICES",,,"N","5,500","5,500","0","0","0","0","0","1","0"
"20260512","2027","479","BROOKLYN COMMUNITY BOARD #9","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD #9","N","123,686","123,686","127,253","0","0","0","0","0","0"
"20260217","2027","479","BROOKLYN COMMUNITY BOARD #9","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD #9","N","123,686","123,686","123,686","0","0","0","0","0","0"
"20260512","2027","480","BROOKLYN COMMUNITY BOARD #10","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD NO.10","N","279,760","279,760","279,829","2","2","2","0","0","0"
"20260217","2027","480","BROOKLYN COMMUNITY BOARD #10","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD NO.10","N","279,760","279,760","279,829","2","2","2","0","0","0"
"20260512","2027","480","BROOKLYN COMMUNITY BOARD #10","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD NO.10","N","18,178","18,178","18,178","0","0","0","3","6","4"
"20260217","2027","480","BROOKLYN COMMUNITY BOARD #10","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD NO.10","N","18,178","18,178","18,178","0","0","0","3","6","4"
"20260512","2027","480","BROOKLYN COMMUNITY BOARD #10","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD NO.10","N","94,952","94,952","95,423","0","0","0","0","0","0"
"20260217","2027","480","BROOKLYN COMMUNITY BOARD #10","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD NO.10","N","94,952","94,952","94,952","0","0","0","0","0","0"
"20260512","2027","481","BROOKLYN COMMUNITY BOARD #11","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #11","N","249,540","249,540","249,540","1","1","1","0","0","0"
"20260217","2027","481","BROOKLYN COMMUNITY BOARD #11","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #11","N","249,540","249,540","249,540","1","1","1","0","0","0"
"20260512","2027","481","BROOKLYN COMMUNITY BOARD #11","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #11","N","39,951","39,951","39,951","0","0","0","8","8","8"
"20260217","2027","481","BROOKLYN COMMUNITY BOARD #11","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #11","N","39,951","39,951","39,951","0","0","0","8","8","8"
"20260512","2027","481","BROOKLYN COMMUNITY BOARD #11","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD #11","N","94,367","94,367","102,311","0","0","0","0","0","0"
"20260217","2027","481","BROOKLYN COMMUNITY BOARD #11","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD #11","N","94,367","94,367","94,367","0","0","0","0","0","0"
"20260512","2027","482","BROOKLYN COMMUNITY BOARD #12","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #12","N","262,600","232,600","262,600","2","2","2","0","0","0"
"20260217","2027","482","BROOKLYN COMMUNITY BOARD #12","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #12","N","262,600","262,600","262,600","2","2","2","0","0","0"
"20260512","2027","482","BROOKLYN COMMUNITY BOARD #12","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #12","N","24,156","54,156","24,156","0","0","0","5","4","5"
"20260217","2027","482","BROOKLYN COMMUNITY BOARD #12","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #12","N","24,156","24,156","24,156","0","0","0","5","5","5"
"20260512","2027","482","BROOKLYN COMMUNITY BOARD #12","002","OTHER THAN PERSONAL SERVICES",,,"N","5,000","5,000","0","0","0","0","0","0","0"
"20260217","2027","482","BROOKLYN COMMUNITY BOARD #12","002","OTHER THAN PERSONAL SERVICES",,,"N","5,000","5,000","0","0","0","0","0","0","0"
"20260512","2027","482","BROOKLYN COMMUNITY BOARD #12","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD #12","N","91,967","91,967","100,170","0","0","0","0","0","0"
"20260217","2027","482","BROOKLYN COMMUNITY BOARD #12","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD #12","N","91,967","91,967","91,967","0","0","0","0","0","0"
"20260512","2027","483","BROOKLYN COMMUNITY BOARD #13","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #13","N","285,516","280,916","285,516","2","2","2","0","0","0"
"20260217","2027","483","BROOKLYN COMMUNITY BOARD #13","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #13","N","285,516","280,916","285,516","2","2","2","0","0","0"
"20260512","2027","483","BROOKLYN COMMUNITY BOARD #13","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #13","N","20,691","25,291","20,691","0","0","0","4","5","4"
"20260217","2027","483","BROOKLYN COMMUNITY BOARD #13","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #13","N","20,691","25,291","20,691","0","0","0","4","5","4"
"20260512","2027","483","BROOKLYN COMMUNITY BOARD #13","003","RENT","1000","BROOKLYN COMMUNITY BOARD #13","N","107,849","107,849","110,303","0","0","0","0","0","0"
"20260217","2027","483","BROOKLYN COMMUNITY BOARD #13","003","RENT","1000","BROOKLYN COMMUNITY BOARD #13","N","107,849","107,849","107,849","0","0","0","0","0","0"
"20260512","2027","484","BROOKLYN COMMUNITY BOARD #14","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #14","N","284,666","284,666","284,666","3","3","3","0","0","0"
"20260217","2027","484","BROOKLYN COMMUNITY BOARD #14","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #14","N","284,666","284,666","284,666","3","3","3","0","0","0"
"20260512","2027","484","BROOKLYN COMMUNITY BOARD #14","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #14","N","16,182","16,182","16,182","0","0","0","3","4","3"
"20260217","2027","484","BROOKLYN COMMUNITY BOARD #14","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #14","N","16,182","16,182","16,182","0","0","0","3","4","3"
"20260512","2027","484","BROOKLYN COMMUNITY BOARD #14","002","OTHER THAN PERSONAL SERVICES",,,"N","7,500","7,500","0","0","0","0","0","0","0"
"20260217","2027","484","BROOKLYN COMMUNITY BOARD #14","002","OTHER THAN PERSONAL SERVICES",,,"N","7,500","7,500","0","0","0","0","0","0","0"
"20260512","2027","484","BROOKLYN COMMUNITY BOARD #14","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD #14","N","117,497","117,497","119,184","0","0","0","0","0","0"
"20260217","2027","484","BROOKLYN COMMUNITY BOARD #14","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD #14","N","117,497","117,497","117,497","0","0","0","0","0","0"
"20260512","2027","485","BROOKLYN COMMUNITY BOARD #15","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #15","N","234,785","234,785","234,785","3","3","3","0","0","0"
"20260217","2027","485","BROOKLYN COMMUNITY BOARD #15","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #15","N","234,785","234,785","234,785","3","3","3","0","0","0"
"20260512","2027","485","BROOKLYN COMMUNITY BOARD #15","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #15","N","46,186","46,186","46,186","0","0","0","1","1","1"
"20260217","2027","485","BROOKLYN COMMUNITY BOARD #15","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #15","N","46,186","46,186","46,186","0","0","0","1","1","1"
"20260512","2027","486","BROOKLYN COMMUNITY BOARD #16","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #16","N","241,040","241,040","241,040","3","3","3","0","0","0"
"20260217","2027","486","BROOKLYN COMMUNITY BOARD #16","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #16","N","241,040","241,040","241,040","3","3","3","0","0","0"
"20260512","2027","486","BROOKLYN COMMUNITY BOARD #16","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #16","N","26,022","29,622","26,022","0","0","0","1","0","1"
"20260217","2027","486","BROOKLYN COMMUNITY BOARD #16","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #16","N","26,022","29,622","26,022","0","0","0","1","1","1"
"20260512","2027","486","BROOKLYN COMMUNITY BOARD #16","002","OTHER THAN PERSONAL SERVICES",,,"N","5,000","5,000","0","0","0","0","0","1","0"
"20260217","2027","486","BROOKLYN COMMUNITY BOARD #16","002","OTHER THAN PERSONAL SERVICES",,,"N","5,000","5,000","0","0","0","0","0","1","0"
"20260512","2027","486","BROOKLYN COMMUNITY BOARD #16","003","RENT","1000","BROOKLYN COMMUNITY BOARD #16","N","41,003","37,403","41,003","0","0","0","0","0","0"
"20260217","2027","486","BROOKLYN COMMUNITY BOARD #16","003","RENT","1000","BROOKLYN COMMUNITY BOARD #16","N","41,003","37,403","41,003","0","0","0","0","0","0"
"20260512","2027","487","BROOKLYN COMMUNITY BOARD #17","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #17","N","273,274","223,824","273,274","4","4","4","0","0","0"
"20260217","2027","487","BROOKLYN COMMUNITY BOARD #17","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #17","N","273,274","252,824","273,274","4","4","4","0","0","0"
"20260512","2027","487","BROOKLYN COMMUNITY BOARD #17","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #17","N","15,787","65,237","15,787","0","0","0","5","6","5"
"20260217","2027","487","BROOKLYN COMMUNITY BOARD #17","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #17","N","15,787","36,237","15,787","0","0","0","5","6","5"
"20260512","2027","487","BROOKLYN COMMUNITY BOARD #17","002","OTHER THAN PERSONAL SERVICES",,,"N","7,500","7,500","0","0","0","0","0","0","0"
"20260217","2027","487","BROOKLYN COMMUNITY BOARD #17","002","OTHER THAN PERSONAL SERVICES",,,"N","7,500","7,500","0","0","0","0","0","0","0"
"20260512","2027","487","BROOKLYN COMMUNITY BOARD #17","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD #17","N","106,718","106,718","118,098","0","0","0","0","0","0"
"20260217","2027","487","BROOKLYN COMMUNITY BOARD #17","003","RENT AND ENERGY","1000","BROOKLYN COMMUNITY BOARD #17","N","106,718","106,718","106,718","0","0","0","0","0","0"
"20260512","2027","488","BROOKLYN COMMUNITY BOARD #18","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #18","N","251,809","251,809","251,809","2","2","2","0","0","0"
"20260217","2027","488","BROOKLYN COMMUNITY BOARD #18","001","PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #18","N","251,809","251,809","251,809","2","2","2","0","0","0"
"20260512","2027","488","BROOKLYN COMMUNITY BOARD #18","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #18","N","40,392","40,392","40,392","0","0","0","4","5","4"
"20260217","2027","488","BROOKLYN COMMUNITY BOARD #18","002","OTHER THAN PERSONAL SERVICES","1000","BROOKLYN COMMUNITY BOARD #18","N","40,392","40,392","40,392","0","0","0","4","4","4"
"20260512","2027","491","STATEN ISLAND COMMUNITY BOARD #1","001","PERSONAL SERVICES","1000","STATEN ISLAND COMMUNITY BD #1","N","285,191","279,691","285,191","3","3","3","0","0","0"
"20260217","2027","491","STATEN ISLAND COMMUNITY BOARD #1","001","PERSONAL SERVICES","1000","STATEN ISLAND COMMUNITY BD #1","N","285,191","282,191","285,191","3","3","3","0","0","0"
"20260512","2027","491","STATEN ISLAND COMMUNITY BOARD #1","002","OTHER THAN PERSONAL SERVICES","1000","STATEN ISLAND COMMUNITY BD #1","N","13,212","18,712","13,212","0","0","0","0","0","0"
"20260217","2027","491","STATEN ISLAND COMMUNITY BOARD #1","002","OTHER THAN PERSONAL SERVICES","1000","STATEN ISLAND COMMUNITY BD #1","N","13,212","16,212","13,212","0","0","0","0","0","0"
"20260512","2027","491","STATEN ISLAND COMMUNITY BOARD #1","003","RENT","1000","STATEN ISLAND COMMUNITY BD #1","N","71,341","71,341","73,264","0","0","0","0","0","0"
"20260217","2027","491","STATEN ISLAND COMMUNITY BOARD #1","003","RENT","1000","STATEN ISLAND COMMUNITY BD #1","N","71,341","71,341","71,341","0","0","0","0","0","0"
"20260512","2027","492","STATEN ISLAND COMMUNITY BOARD #2","001","PERSONAL SERVICES","1000","STATEN ISLAND COMMUNITY BD #2","N","269,630","254,630","269,630","1","1","1","0","0","0"
"20260217","2027","492","STATEN ISLAND COMMUNITY BOARD #2","001","PERSONAL SERVICES","1000","STATEN ISLAND COMMUNITY BD #2","N","269,630","254,630","269,630","1","1","1","0","0","0"
"20260512","2027","492","STATEN ISLAND COMMUNITY BOARD #2","002","OTHER THAN PERSONAL SERVICES","1000","STATEN ISLAND COMMUNITY BD #2","N","16,055","31,055","16,055","0","0","0","2","3","2"
"20260217","2027","492","STATEN ISLAND COMMUNITY BOARD #2","002","OTHER THAN PERSONAL SERVICES","1000","STATEN ISLAND COMMUNITY BD #2","N","16,055","31,055","16,055","0","0","0","2","3","2"
"20260512","2027","492","STATEN ISLAND COMMUNITY BOARD #2","003","RENT","1000","STATEN ISLAND COMMUNITY BD #2","N","40,002","40,002","40,002","0","0","0","0","0","0"
"20260217","2027","492","STATEN ISLAND COMMUNITY BOARD #2","003","RENT","1000","STATEN ISLAND COMMUNITY BD #2","N","40,002","40,002","40,002","0","0","0","0","0","0"
"20260512","2027","493","STATEN ISLAND COMMUNITY BOARD #3","001","PERSONAL SERVICES","1000","STATEN ISLAND COMMUNITY BOARD3","N","287,496","282,496","287,496","3","3","3","0","0","0"
"20260217","2027","493","STATEN ISLAND COMMUNITY BOARD #3","001","PERSONAL SERVICES","1000","STATEN ISLAND COMMUNITY BOARD3","N","287,496","286,496","287,496","3","3","3","0","0","0"
"20260512","2027","493","STATEN ISLAND COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES","1000","STATEN ISLAND COMMUNITY BOARD3","N","10,513","15,513","10,513","0","0","0","2","2","2"
"20260217","2027","493","STATEN ISLAND COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES","1000","STATEN ISLAND COMMUNITY BOARD3","N","10,513","11,513","10,513","0","0","0","2","2","2"
"20260512","2027","493","STATEN ISLAND COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES",,,"N","2,000","2,000","0","0","0","0","0","0","0"
"20260217","2027","493","STATEN ISLAND COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES",,,"N","2,000","2,000","0","0","0","0","0","0","0"
"20260512","2027","493","STATEN ISLAND COMMUNITY BOARD #3","003","RENT AND ENERGY","1000","STATEN ISLAND COMMUNITY BOARD3","N","132,651","132,651","135,816","0","0","0","0","0","0"
"20260217","2027","493","STATEN ISLAND COMMUNITY BOARD #3","003","RENT AND ENERGY","1000","STATEN ISLAND COMMUNITY BOARD3","N","132,651","132,651","132,651","0","0","0","0","0","0"
"20260512","2027","781","DEPARTMENT OF PROBATION","001","EXECUTIVE MANAGEMENT","0001","OFFICE OF THE DIRECTOR","N","11,502,032","11,502,032","11,535,144","128","128","128","0","0","0"
"20260217","2027","781","DEPARTMENT OF PROBATION","001","EXECUTIVE MANAGEMENT","0001","OFFICE OF THE DIRECTOR","N","11,502,032","11,502,032","11,530,844","128","128","128","0","0","0"
"20260512","2027","781","DEPARTMENT OF PROBATION","002","PROBATION SERVICES","0002","SUPPLEMENTARY PROBATION SERV","N","157,952","157,952","157,952","2","2","2","0","0","0"
"20260217","2027","781","DEPARTMENT OF PROBATION","002","PROBATION SERVICES","0002","SUPPLEMENTARY PROBATION SERV","N","157,952","157,952","157,952","2","2","2","0","0","0"
"20260512","2027","781","DEPARTMENT OF PROBATION","002","PROBATION SERVICES","0003","ASSIST-DIR-MAN-FAM + ADULT SER","N","43,462,589","38,374,527","38,393,686","554","465","465","0","0","0"
"20260217","2027","781","DEPARTMENT OF PROBATION","002","PROBATION SERVICES","0003","ASSIST-DIR-MAN-FAM + ADULT SER","N","43,462,589","38,374,527","38,388,717","554","466","465","0","0","0"
"20260512","2027","781","DEPARTMENT OF PROBATION","002","PROBATION SERVICES","0004","ASSIST-DIR-KINGS-FAM+ADULT SER","N","17,257,232","13,257,232","8,689,782","207","207","151","0","0","0"
"20260217","2027","781","DEPARTMENT OF PROBATION","002","PROBATION SERVICES","0004","ASSIST-DIR-KINGS-FAM+ADULT SER","N","17,257,232","13,257,232","13,263,072","207","207","207","0","0","0"
"20260512","2027","781","DEPARTMENT OF PROBATION","002","PROBATION SERVICES","0005","ASSIST-DIR-BRONX-FAM+ADULT SER","N","1,135,370","1,135,370","1,137,397","21","21","21","0","0","0"
"20260217","2027","781","DEPARTMENT OF PROBATION","002","PROBATION SERVICES","0005","ASSIST-DIR-BRONX-FAM+ADULT SER","N","1,135,370","1,135,370","1,135,370","21","21","21","0","0","0"
"20260512","2027","781","DEPARTMENT OF PROBATION","002","PROBATION SERVICES",,,"Y","-12,088,062","0","0","-88","0","0","0","0","0"
"20260512","2027","781","DEPARTMENT OF PROBATION","002","PROBATION SERVICES",,,"N","20,394,651","17,394,651","16,193,725","251","251","251","0","0","0"
"20260217","2027","781","DEPARTMENT OF PROBATION","002","PROBATION SERVICES",,,"Y","-12,088,062","0","0","-88","0","0","0","0","0"
"20260217","2027","781","DEPARTMENT OF PROBATION","002","PROBATION SERVICES",,,"N","20,394,651","17,394,651","17,397,012","251","251","251","0","0","0"
"20260512","2027","781","DEPARTMENT OF PROBATION","003","PROBATION SERVICES-OTPS","0001","OFFICE OF THE DIRECTOR","N","11,412,190","11,838,207","11,507,934","0","0","0","11","11","2"
"20260217","2027","781","DEPARTMENT OF PROBATION","003","PROBATION SERVICES-OTPS","0001","OFFICE OF THE DIRECTOR","N","11,412,190","11,868,707","11,288,490","0","0","0","11","11","2"
"20260512","2027","781","DEPARTMENT OF PROBATION","003","PROBATION SERVICES-OTPS","0002","SUPPLEMENTARY PROBATION SERV","N","7,718,171","6,184,384","2,462,878","0","0","0","8","7","12"
"20260217","2027","781","DEPARTMENT OF PROBATION","003","PROBATION SERVICES-OTPS","0002","SUPPLEMENTARY PROBATION SERV","N","7,718,171","6,153,884","6,321,720","0","0","0","8","7","12"
"20260512","2027","781","DEPARTMENT OF PROBATION","003","PROBATION SERVICES-OTPS","0004","ASSIST-DIR-KINGS-FAM+ADULT SER","N","151,065","378","0","0","0","0","3","2","0"
"20260217","2027","781","DEPARTMENT OF PROBATION","003","PROBATION SERVICES-OTPS","0004","ASSIST-DIR-KINGS-FAM+ADULT SER","N","151,065","378","0","0","0","0","3","2","0"
"20260512","2027","781","DEPARTMENT OF PROBATION","003","PROBATION SERVICES-OTPS","0005","ASSIST-DIR-BRONX-FAM+ADULT SER","N","50,634","1,000","0","0","0","0","0","0","0"
"20260217","2027","781","DEPARTMENT OF PROBATION","003","PROBATION SERVICES-OTPS","0005","ASSIST-DIR-BRONX-FAM+ADULT SER","N","50,634","1,000","0","0","0","0","0","0","0"
"20260512","2027","781","DEPARTMENT OF PROBATION","003","PROBATION SERVICES-OTPS",,,"N","17,248,104","27,392,144","14,818,005","0","0","0","1","1","1"
"20260512","2027","781","DEPARTMENT OF PROBATION","003","PROBATION SERVICES-OTPS",,,"Y","-2,868,991","-2,510,111","554,982","0","0","0","0","0","0"
"20260217","2027","781","DEPARTMENT OF PROBATION","003","PROBATION SERVICES-OTPS",,,"N","17,248,104","18,556,925","16,025,361","0","0","0","1","1","1"
"20260217","2027","781","DEPARTMENT OF PROBATION","003","PROBATION SERVICES-OTPS",,,"Y","-2,868,991","-2,868,991","554,982","0","0","0","0","0","0"
"20260512","2027","781","DEPARTMENT OF PROBATION","004","EXECUTIVE MANAGEMENT - OTPS","0001","OFFICE OF THE DIRECTOR","N","65,810","65,810","49,810","0","0","0","1","0","1"
"20260217","2027","781","DEPARTMENT OF PROBATION","004","EXECUTIVE MANAGEMENT - OTPS","0001","OFFICE OF THE DIRECTOR","N","65,810","65,810","65,810","0","0","0","1","0","1"
"20260512","2027","781","DEPARTMENT OF PROBATION","004","EXECUTIVE MANAGEMENT - OTPS",,,"N","59,743","59,743","59,743","0","0","0","0","1","0"
"20260217","2027","781","DEPARTMENT OF PROBATION","004","EXECUTIVE MANAGEMENT - OTPS",,,"N","59,743","59,743","59,743","0","0","0","0","1","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","001","DEPT. OF BUSINESS P.S.","0002","NEIGHBORHOOD ECONOMIC DEVELOPMENT","N","1,136,675","1,136,675","1,136,675","11","11","11","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","001","DEPT. OF BUSINESS P.S.","0002","NEIGHBORHOOD ECONOMIC DEVELOPMENT","N","1,136,675","1,136,675","1,136,675","11","11","11","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","001","DEPT. OF BUSINESS P.S.","0003","DEPT OF BUSINESS SERVICES","N","709,477","709,477","709,477","3","3","3","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","001","DEPT. OF BUSINESS P.S.","0003","DEPT OF BUSINESS SERVICES","N","709,477","709,477","709,477","3","3","3","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","001","DEPT. OF BUSINESS P.S.","0004","ADMINISTRATIVE SERVICES","N","3,975,282","3,975,282","3,979,075","31","31","31","0","0","0"
